"side_effect","predicted_drug","similarity_score"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Eye pain Vitreous haemorrhage Foreign body sensation in eyes","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99829673157458"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Subacute cutaneous lupus erythematosus","RABEPRAZOLE","0.97044735027964"
"Drug reaction with eosinophilia and systemic symptoms Hepatitis C Face oedema Excoriation Lymphadenopathy Generalised erythema","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99594633196586"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Physical disability 6 Foetal cystic hygroma 6 Pain 6 Emotional distress 6 Tension 6 Multiple injuries 6 Anhedonia 6 Loss of employment 6 Social problem 6 Life expectancy shortened 6 Emotional distress 6 Deformity 6 Foetal exposure during pregnancy 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99596850885515"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Abnormal behaviour Agitation Aggression Screaming Restlessness Stab wound Dissociative fugue Confusional state Amnesia Status epilepticus","ADVAIR BLOOD PRESSURE MEDICATION","0.99919916565271"
"Plasma cell myeloma 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99368364490548"
"Myocardial infarction 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99550861851828"
"Subacute cutaneous lupus erythematosus","RABEPRAZOLE","0.97044735027964"
"Myalgia 3 Fatigue 3 Insomnia 3 Decreased appetite 3 Sexual dysfunction 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99768349300556"
"Hospitalisation 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Intra-abdominal haemorrhage 5 Infection 5 Plasma cell myeloma 5 Full blood count decreased 6 Pneumonia 6 Somnolence 6 Neuropathy peripheral 6 Constipation 6 Malaise 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99881102808546"
"Toxicity to various agents Completed suicide Visceral congestion Pulmonary oedema Brain oedema Oedematous kidney Intra-abdominal haemorrhage","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99678337307765"
"Pulmonary embolism 2 Deep vein thrombosis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524952541"
"Colonic abscess Large intestine perforation","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99339575580298"
"Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Hypoaesthesia eye Eye swelling","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99573934723219"
"Deep vein thrombosis Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524994643"
"Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Pulmonary embolism 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Upper limb fracture 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99378312629689"
"Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"Condition aggravated Drug ineffective Acanthamoeba keratitis Necrotising scleritis Corneal perforation","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99661029541533"
"Pulmonary embolism Embolism venous","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99769881371666"
"Demyelination Chills Confusional state Aphasia Toxicity to various agents","ADVAIR BLOOD PRESSURE MEDICATION","0.99923177252413"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Jaundice Fatigue Nausea Drug abuse Hepatic enzyme increased","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711093981561"
"Confusional state","ADVAIR BLOOD PRESSURE MEDICATION","0.99794921815715"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Blindness Thrombosis Eye disorder","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99640298949059"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Contrast media reaction","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99295326641597"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Peripartum cardiomyopathy Pulmonary oedema Respiratory disorder Ventricular hypokinesia Diastolic dysfunction Ventricular fibrillation Pericardial effusion Gestational hypertension Maternal exposure during pregnancy Blood uric acid increased Caesarean section Urine flow decreased Left atrial dilatation Cardiac failure Aspartate aminotransferase increased Blood lactate dehydrogenase increased Blood urea decreased Blood potassium increased Prothrombin time shortened Activated partial thromboplastin time prolonged Ejection fraction decreased Ejection fraction decreased","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99629315720549"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Foetal exposure during pregnancy Drug withdrawal syndrome neonatal","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99429547946453"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Loss of consciousness Sinus tachycardia Nervous system disorder Coma Respiratory arrest Incorrect dose administered Drug abuse Self-medication","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99380443031179"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Thyroid neoplasm 6 Goitre 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99518535218672"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Epistaxis 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99860913961767"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Drug interaction Hypomagnesaemia","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99710255828573"
"Malignant melanoma 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99163662323422"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Drug interaction Breast cancer female","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99898404376691"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Back pain 6 Knee arthroplasty 6 Cataract 6 Procedural pain 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99915842097703"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Large intestine polyp 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9560318218618"
"Conduction disorder 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9978985741739"
"Haematochezia 6 Vomiting 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99833051748881"
"Drug interaction Drug prescribing error Convulsion","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99893845270937"
"Haemorrhage urinary tract 6 Haemorrhage 6 Haemorrhage subcutaneous 6 Subcutaneous haematoma 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99829092362791"
"Disease progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99145451589553"
"Pancreatic carcinoma 6 Death 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99508209856734"
"Swelling face Rash","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99466211954868"
"Death","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Foetal exposure during pregnancy Drug withdrawal syndrome neonatal","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99429547946453"
"CSF shunt operation 6 Convulsion 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9965212708345"
"Hypoglycaemia 1","PRIVATE LABEL","0.88392033669999"
"Toxicity to various agents Medication residue present Blood alcohol increased","ADVAIR BLOOD PRESSURE MEDICATION","0.9983486193977"
"Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"Cyst rupture 1 Chromaturia 3","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99732717251031"
"Cardiac failure 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99833696659344"
"Multiple sclerosis 6 Psoriasis 6","CINRYZE (C1 ESTERASE INHIBITOR (HUMAN)) CINRYZE (C1 ESTERASE INHIBITOR (HUMAN)) BERINERT FIRAZYR","0.99886345620003"
"Diverticulitis 4 Gastrointestinal haemorrhage 4 Chest pain 4 Cerebrovascular accident 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99920427342301"
"Ischaemic stroke 6 Incorrect dose administered 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.994237018574"
"Retinal artery occlusion 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99609540402284"
"Gastrointestinal haemorrhage 1 Blood urine present 3 Mass 6 Incorrect dose administered 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99799633768171"
"Death Cardio-respiratory arrest Multi-organ failure Malaise Vomiting Metabolic acidosis Aspartate aminotransferase increased Pneumonia aspiration General physical health deterioration","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99621468971324"
"Malignant neoplasm progression Drug ineffective Glioblastoma Oropharyngeal pain Pyrexia Convulsion Body temperature decreased","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99925556068341"
"Lung neoplasm malignant 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99890729077515"
"Cardiac disorder 3 Post procedural complication 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99684308161726"
"Colitis 1","VALACYCLOVIR ACICLOVIR PRED FORTE EYE DROPS 10MG/ML, 5ML VIAL","0.99019782469631"
"Gastrointestinal stoma complication 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99613477513244"
"Acute psychosis 4","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99312740355009"
"Crohn^s disease 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99784492305874"
"Malaise 6 Cardiac operation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99831018851737"
"Disease progression Castleman^s disease Off label use","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9979385409278"
"Acute psychosis 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99312740355009"
"Herpes zoster 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99534126478806"
"Clostridium difficile infection","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99590084871269"
"Arthritis 1 Drug effect decreased 6 Arthritis bacterial 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99907344185568"
"Disseminated tuberculosis 2","INTRAVENOUS IMMUNOGLOBULIN","0.97110426775582"
"Anaemia Melaena Renal failure acute Hypoglycaemia Hepatic failure Metabolic acidosis Hepatitis acute Pancreatitis Gastrointestinal haemorrhage Pancytopenia Coagulopathy Multi-organ failure Overdose Poisoning Vomiting Diarrhoea Abdominal pain Headache Exposure via ingestion Completed suicide Intentional self-injury","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99782449983831"
"Eczema 1","AVEED {'activesubstancename': 'TESTOSTERONE UNDECANOATE'} AVEED {'activesubstancename': 'TESTOSTERONE UNDECANOATE'}","0.88124895532204"
"Radiation pneumonitis Pulmonary toxicity","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99341012021987"
"Muscle injury 4 Pain 6 Muscle spasms 6 Nightmare 6 Fatigue 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99804335235033"
"Analgesic asthma syndrome 2 Gastroenteritis eosinophilic 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99707562874883"
"Chronic myeloid leukaemia Neoplasm progression Drug resistance Brain stem stroke Brain stem thrombosis Thrombosis Hepatic necrosis Thrombocytosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99723465382884"
"Petit mal epilepsy 6 Eye movement disorder 6 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99753483070417"
"Neutropenia 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99856651374498"
"Electrocardiogram repolarisation abnormality 6 Electrocardiogram QT prolonged 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99748679967564"
"Road traffic accident 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99840713881511"
